epoch,step,train_f1_epoch,train_f1_step,train_loss_epoch,train_loss_step,val_f1,val_loss
0,0,,,,,0.10535389184951782,1.6192586421966553
0,0,0.13684570789337158,,1.7240684032440186,,,
1,1,,,,,0.1090460941195488,1.6140424013137817
1,1,0.1651807576417923,,1.6610817909240723,,,
2,2,,,,,0.11918969452381134,1.6130472421646118
2,2,0.18177533149719238,,1.609567642211914,,,
3,3,,,,,0.11772331595420837,1.6127079725265503
3,3,0.2208867371082306,,1.5860141515731812,,,
4,4,,,,,0.11343337595462799,1.6127872467041016
4,4,0.23454686999320984,,1.5683233737945557,,,
5,5,,,,,0.10453556478023529,1.6132913827896118
5,5,0.23004943132400513,,1.5657398700714111,,,
6,6,,,,,0.10874123871326447,1.6136538982391357
6,6,0.251994252204895,,1.54933762550354,,,
7,7,,,,,0.10766499489545822,1.6138824224472046
7,7,0.2604626417160034,,1.5437992811203003,,,
8,8,,,,,0.10362950712442398,1.6142144203186035
8,8,0.2538841664791107,,1.534299612045288,,,
9,9,,,,,0.10303162783384323,1.6143662929534912
9,9,0.27226099371910095,,1.5112159252166748,,,
10,10,,,,,0.10002368688583374,1.6147291660308838
10,10,0.2928113043308258,,1.4942445755004883,,,
11,11,,,,,0.09436686336994171,1.6145955324172974
11,11,0.2604612112045288,,1.5174190998077393,,,
12,12,,,,,0.09031462669372559,1.6149193048477173
12,12,0.27580827474594116,,1.5017530918121338,,,
13,13,,,,,0.08908013254404068,1.6148648262023926
13,13,0.29416224360466003,,1.4797604084014893,,,
14,14,,,,,0.08706724643707275,1.6158370971679688
14,14,0.29202866554260254,,1.4840186834335327,,,
15,15,,,,,0.08701524138450623,1.6162984371185303
15,15,0.28831925988197327,,1.4729784727096558,,,
16,16,,,,,0.08446116745471954,1.6175063848495483
16,16,0.3323347866535187,,1.4647456407546997,,,
17,17,,,,,0.08547066897153854,1.6187459230422974
17,17,0.3233848214149475,,1.4667603969573975,,,
18,18,,,,,0.08606360852718353,1.6200087070465088
18,18,0.35527849197387695,,1.4395939111709595,,,
19,19,,,,,0.09286684542894363,1.6210657358169556
19,19,0.3497731387615204,,1.4364980459213257,,,
