epoch,step,train_f1_epoch,train_f1_step,train_loss_epoch,train_loss_step,val_f1,val_loss
0,1,,,,,0.10522754490375519,1.627056360244751
0,1,0.1717258095741272,,1.6204792261123657,,,
1,3,,,,,0.1038128212094307,1.62751042842865
1,3,0.21395014226436615,,1.5662592649459839,,,
2,5,,,,,0.10295838862657547,1.6332757472991943
2,5,0.24823251366615295,,1.5384570360183716,,,
3,7,,,,,0.09077559411525726,1.634168028831482
3,7,0.27305665612220764,,1.5111358165740967,,,
4,9,,,,,0.10318636149168015,1.6378908157348633
4,9,0.27664440870285034,,1.4994934797286987,,,
5,11,,,,,0.1196456030011177,1.6426929235458374
5,11,0.305171936750412,,1.4779112339019775,,,
6,13,,,,,0.11779791116714478,1.6454827785491943
6,13,0.2971249520778656,,1.4743397235870361,,,
7,15,,,,,0.14537963271141052,1.6518622636795044
7,15,0.31299200654029846,,1.4493387937545776,,,
8,17,,,,,0.13387274742126465,1.658556580543518
8,17,0.33542147278785706,,1.437827467918396,,,
9,19,,,,,0.13929331302642822,1.6650882959365845
9,19,0.33646854758262634,,1.4172950983047485,,,
10,21,,,,,0.15953078866004944,1.6752417087554932
10,21,0.347674161195755,,1.415567398071289,,,
11,23,,,,,0.1689758151769638,1.6837890148162842
11,23,0.3441353142261505,,1.4024726152420044,,,
12,25,,,,,0.1670689731836319,1.6855618953704834
12,25,0.36296623945236206,,1.3886476755142212,,,
13,27,,,,,0.17047752439975739,1.6911550760269165
13,27,0.35204702615737915,,1.3906067609786987,,,
14,29,,,,,0.17510849237442017,1.7027583122253418
14,29,0.3645583987236023,,1.3745638132095337,,,
15,31,,,,,0.17239835858345032,1.708956003189087
15,31,0.38591268658638,,1.3565325736999512,,,
16,33,,,,,0.18114176392555237,1.716143250465393
16,33,0.40142786502838135,,1.3517471551895142,,,
17,35,,,,,0.18566599488258362,1.718352198600769
17,35,0.39942753314971924,,1.340829849243164,,,
18,37,,,,,0.19285646080970764,1.7360210418701172
18,37,0.4040938913822174,,1.3343428373336792,,,
19,39,,,,,0.18657344579696655,1.7446486949920654
19,39,0.4130302369594574,,1.3256412744522095,,,
20,41,,,,,0.17896458506584167,1.7537521123886108
20,41,0.4255860447883606,,1.3090983629226685,,,
21,43,,,,,0.18947410583496094,1.7575808763504028
21,43,0.3835463523864746,,1.31885826587677,,,
22,45,,,,,0.19066305458545685,1.7700287103652954
22,45,0.43450841307640076,,1.291844129562378,,,
23,47,,,,,0.1984255611896515,1.765803575515747
23,47,0.4388657808303833,,1.2921139001846313,,,
24,49,,0.4435311555862427,,1.2671153545379639,,
24,49,,,,,0.19927120208740234,1.7685186862945557
24,49,0.4641299843788147,,1.2609180212020874,,,
25,51,,,,,0.2043479084968567,1.7947077751159668
25,51,0.437320739030838,,1.2712782621383667,,,
26,53,,,,,0.2091052085161209,1.794865369796753
26,53,0.4324476718902588,,1.2633856534957886,,,
27,55,,,,,0.20998075604438782,1.8058825731277466
27,55,0.4548145830631256,,1.260028600692749,,,
28,57,,,,,0.2070637196302414,1.8214280605316162
28,57,0.4852153956890106,,1.2272744178771973,,,
29,59,,,,,0.20570425689220428,1.8198935985565186
29,59,0.4619440734386444,,1.2194980382919312,,,
30,61,,,,,0.19443032145500183,1.8233869075775146
30,61,0.47364500164985657,,1.2142537832260132,,,
31,63,,,,,0.20042899250984192,1.8157086372375488
31,63,0.470721960067749,,1.2273967266082764,,,
32,65,,,,,0.20655110478401184,1.8383760452270508
32,65,0.486768901348114,,1.2039545774459839,,,
33,67,,,,,0.2112637311220169,1.8175125122070312
33,67,0.4772008955478668,,1.2205266952514648,,,
34,69,,,,,0.20627367496490479,1.8251169919967651
34,69,0.5216485261917114,,1.1840945482254028,,,
35,71,,,,,0.20380565524101257,1.8584421873092651
35,71,0.5372673273086548,,1.148476243019104,,,
36,73,,,,,0.2086353749036789,1.8540107011795044
36,73,0.502479612827301,,1.1690657138824463,,,
37,75,,,,,0.2040339857339859,1.8643511533737183
37,75,0.5185227990150452,,1.1562976837158203,,,
38,77,,,,,0.2078350931406021,1.8570021390914917
38,77,0.48064523935317993,,1.1827137470245361,,,
39,79,,,,,0.23392029106616974,1.8711464405059814
39,79,0.5435603260993958,,1.1363396644592285,,,
40,81,,,,,0.22137096524238586,1.87837815284729
40,81,0.5202555656433105,,1.1594583988189697,,,
41,83,,,,,0.22452405095100403,1.8819741010665894
41,83,0.537799060344696,,1.1365059614181519,,,
42,85,,,,,0.21473544836044312,1.9104278087615967
42,85,0.5504075288772583,,1.1248574256896973,,,
43,87,,,,,0.22356966137886047,1.9123708009719849
43,87,0.5508361458778381,,1.128671646118164,,,
44,89,,,,,0.22650818526744843,1.9135119915008545
44,89,0.5509524941444397,,1.102629542350769,,,
45,91,,,,,0.21787339448928833,1.92746102809906
45,91,0.5598811507225037,,1.1083111763000488,,,
46,93,,,,,0.21445733308792114,1.9342552423477173
46,93,0.5798189640045166,,1.085624098777771,,,
47,95,,,,,0.21515564620494843,1.9245336055755615
47,95,0.5607914328575134,,1.098082184791565,,,
48,97,,,,,0.21517232060432434,1.9322131872177124
48,97,0.5703544020652771,,1.097200870513916,,,
49,99,,0.5697404146194458,,1.092727780342102,,
49,99,,,,,0.22224240005016327,1.9449504613876343
49,99,0.5856382250785828,,1.0641452074050903,,,
50,101,,,,,0.2263929396867752,1.9410921335220337
50,101,0.58156818151474,,1.0851951837539673,,,
51,103,,,,,0.220224991440773,1.963723063468933
51,103,0.5820565819740295,,1.0716360807418823,,,
52,105,,,,,0.2282509058713913,1.9589773416519165
52,105,0.5921424031257629,,1.0532681941986084,,,
53,107,,,,,0.21358777582645416,1.9790254831314087
53,107,0.5942749977111816,,1.0526947975158691,,,
54,109,,,,,0.22496508061885834,1.9807169437408447
54,109,0.5887503027915955,,1.0449897050857544,,,
55,111,,,,,0.24858441948890686,1.9769996404647827
55,111,0.5996399521827698,,1.017751693725586,,,
56,113,,,,,0.2419188767671585,1.992289423942566
56,113,0.5981297492980957,,1.0369846820831299,,,
57,115,,,,,0.22887931764125824,1.9952479600906372
57,115,0.6067957282066345,,1.0023428201675415,,,
58,117,,,,,0.2250794768333435,1.9923356771469116
58,117,0.6298099160194397,,1.0008665323257446,,,
59,119,,,,,0.23299089074134827,2.005547046661377
59,119,0.6237515807151794,,0.9914281368255615,,,
60,121,,,,,0.2235163301229477,2.0210766792297363
60,121,0.6091400980949402,,1.015391230583191,,,
61,123,,,,,0.2317015826702118,2.050008535385132
61,123,0.626643180847168,,0.9752001166343689,,,
62,125,,,,,0.2238779515028,2.039417266845703
62,125,0.627561628818512,,0.9825078248977661,,,
63,127,,,,,0.22253865003585815,2.0414535999298096
63,127,0.6188048124313354,,1.0031397342681885,,,
64,129,,,,,0.22516897320747375,2.0375802516937256
64,129,0.6328108906745911,,0.9755563735961914,,,
65,131,,,,,0.22913996875286102,2.043020486831665
65,131,0.6436811089515686,,0.9662209153175354,,,
