epoch,step,train_f1_epoch,train_f1_step,train_loss_epoch,train_loss_step,val_f1,val_loss
0,3,,,,,0.0964360386133194,1.6841202974319458
0,3,0.15731488168239594,,1.8331760168075562,,,
1,7,,,,,0.17759977281093597,1.6307129859924316
1,7,0.16554129123687744,,1.8092280626296997,,,
2,11,,,,,0.18452748656272888,1.6202062368392944
2,11,0.1653359830379486,,1.808506965637207,,,
3,15,,,,,0.1833251714706421,1.6190720796585083
3,15,0.1698659509420395,,1.786479115486145,,,
4,19,,,,,0.19262196123600006,1.6204211711883545
4,19,0.1728021204471588,,1.7563283443450928,,,
5,23,,,,,0.2062968760728836,1.6208505630493164
5,23,0.1796242743730545,,1.7354978322982788,,,
6,27,,,,,0.21017397940158844,1.6202811002731323
6,27,0.2014000564813614,,1.716894507408142,,,
7,31,,,,,0.23565217852592468,1.6198606491088867
7,31,0.18097402155399323,,1.720684289932251,,,
8,35,,,,,0.24909961223602295,1.6227397918701172
8,35,0.19476960599422455,,1.7017778158187866,,,
9,39,,,,,0.2472826987504959,1.624840259552002
9,39,0.21349945664405823,,1.6876578330993652,,,
10,43,,,,,0.24935749173164368,1.6274546384811401
10,43,0.24410423636436462,,1.6424516439437866,,,
11,47,,,,,0.25959399342536926,1.6290347576141357
11,47,0.22458526492118835,,1.6696194410324097,,,
12,49,,0.22623950242996216,,1.672349452972412,,
12,51,,,,,0.2593151032924652,1.6297346353530884
12,51,0.23530788719654083,,1.6455031633377075,,,
13,55,,,,,0.262302041053772,1.6299521923065186
13,55,0.24365438520908356,,1.634629249572754,,,
14,59,,,,,0.26093828678131104,1.6304302215576172
14,59,0.2424362748861313,,1.6260108947753906,,,
15,63,,,,,0.2584896385669708,1.6316355466842651
15,63,0.24190570414066315,,1.6180514097213745,,,
16,67,,,,,0.2550518214702606,1.6315566301345825
16,67,0.2644366919994354,,1.5926376581192017,,,
17,71,,,,,0.25659123063087463,1.6315879821777344
17,71,0.2663390040397644,,1.5984947681427002,,,
18,75,,,,,0.2659001052379608,1.6307954788208008
18,75,0.25523486733436584,,1.6036325693130493,,,
19,79,,,,,0.26665741205215454,1.6303056478500366
19,79,0.2822355031967163,,1.5784624814987183,,,
20,83,,,,,0.2650262117385864,1.6290650367736816
20,83,0.2978409230709076,,1.572623372077942,,,
21,87,,,,,0.263393372297287,1.6283164024353027
21,87,0.2816861867904663,,1.5711613893508911,,,
22,91,,,,,0.26474592089653015,1.6270835399627686
22,91,0.2963860034942627,,1.5473383665084839,,,
23,95,,,,,0.2613157629966736,1.6263750791549683
23,95,0.30002936720848083,,1.5491187572479248,,,
24,99,,0.274858683347702,,1.5672941207885742,,
24,99,,,,,0.2615782618522644,1.6253761053085327
24,99,0.289847195148468,,1.5579677820205688,,,
25,103,,,,,0.26488596200942993,1.6245156526565552
25,103,0.31085336208343506,,1.5443285703659058,,,
26,107,,,,,0.2668578326702118,1.6232167482376099
26,107,0.30429062247276306,,1.5339653491973877,,,
27,111,,,,,0.27159327268600464,1.622910737991333
27,111,0.3096209466457367,,1.5140334367752075,,,
28,115,,,,,0.2695084810256958,1.6229910850524902
28,115,0.3187463879585266,,1.5279909372329712,,,
29,119,,,,,0.274049311876297,1.6226787567138672
29,119,0.30723804235458374,,1.5244271755218506,,,
