epoch,step,train_f1_epoch,train_f1_step,train_loss_epoch,train_loss_step,val_f1,val_loss
0,0,,,,,0.06666667014360428,1.610352635383606
0,0,0.07280008494853973,,1.6105915307998657,,,
1,1,,,,,0.06666667014360428,1.6102865934371948
1,1,0.07433658838272095,,1.610576868057251,,,
2,2,,,,,0.06666667014360428,1.6102219820022583
2,2,0.07789288461208344,,1.6083388328552246,,,
3,3,,,,,0.06666667014360428,1.6102138757705688
3,3,0.09125617891550064,,1.6077269315719604,,,
4,4,,,,,0.06628041714429855,1.6101075410842896
4,4,0.08529508858919144,,1.610075831413269,,,
5,5,,,,,0.06628041714429855,1.610089659690857
5,5,0.10311466455459595,,1.6064589023590088,,,
6,6,,,,,0.06628041714429855,1.6100927591323853
6,6,0.11252715438604355,,1.6064648628234863,,,
7,7,,,,,0.06909703463315964,1.6101338863372803
7,7,0.13142526149749756,,1.6045186519622803,,,
8,8,,,,,0.06915546208620071,1.6101500988006592
8,8,0.13714122772216797,,1.604625940322876,,,
9,9,,,,,0.06927362084388733,1.6101831197738647
9,9,0.14387181401252747,,1.6013803482055664,,,
10,10,,,,,0.06904713064432144,1.610261082649231
10,10,0.1415679007768631,,1.6018688678741455,,,
11,11,,,,,0.07669033855199814,1.6102615594863892
11,11,0.1429663896560669,,1.6005839109420776,,,
12,12,,,,,0.08996877074241638,1.6102861166000366
12,12,0.15839530527591705,,1.5990177392959595,,,
13,13,,,,,0.09689909964799881,1.6104068756103516
13,13,0.1615162193775177,,1.5971074104309082,,,
14,14,,,,,0.11122077703475952,1.61050546169281
14,14,0.15405170619487762,,1.5956183671951294,,,
15,15,,,,,0.11887457221746445,1.6107438802719116
15,15,0.169541597366333,,1.589547872543335,,,
16,16,,,,,0.11058355867862701,1.611075520515442
16,16,0.17020536959171295,,1.5877445936203003,,,
17,17,,,,,0.10411273688077927,1.6113804578781128
17,17,0.18736474215984344,,1.5836715698242188,,,
18,18,,,,,0.10338422656059265,1.6118658781051636
18,18,0.19643568992614746,,1.5821202993392944,,,
19,19,,,,,0.10241545736789703,1.6123822927474976
19,19,0.18953286111354828,,1.5788975954055786,,,
20,20,,,,,0.10569214820861816,1.6126807928085327
20,20,0.18257920444011688,,1.5798571109771729,,,
21,21,,,,,0.09641975164413452,1.6139912605285645
21,21,0.2061065435409546,,1.5712937116622925,,,
22,22,,,,,0.10105498880147934,1.6147892475128174
22,22,0.20902839303016663,,1.566860318183899,,,
23,23,,,,,0.10381034761667252,1.6154954433441162
23,23,0.19215619564056396,,1.5689482688903809,,,
24,24,,,,,0.1039402112364769,1.6169947385787964
24,24,0.23578964173793793,,1.5581974983215332,,,
25,25,,,,,0.10032318532466888,1.6188498735427856
25,25,0.23403260111808777,,1.5575674772262573,,,
26,26,,,,,0.10339687764644623,1.621706247329712
26,26,0.24327492713928223,,1.5437935590744019,,,
27,27,,,,,0.10441353172063828,1.6241177320480347
27,27,0.2433258295059204,,1.5377978086471558,,,
28,28,,,,,0.10780937224626541,1.6256835460662842
28,28,0.24034681916236877,,1.5398226976394653,,,
29,29,,,,,0.11129043996334076,1.6280622482299805
29,29,0.25965988636016846,,1.53390371799469,,,
30,30,,,,,0.11132252216339111,1.6298216581344604
30,30,0.25435635447502136,,1.5260624885559082,,,
31,31,,,,,0.11843173205852509,1.632779598236084
31,31,0.27392810583114624,,1.5098984241485596,,,
32,32,,,,,0.12830030918121338,1.6341207027435303
32,32,0.25637751817703247,,1.5213476419448853,,,
33,33,,,,,0.12821416556835175,1.6361027956008911
33,33,0.2685149908065796,,1.5131468772888184,,,
34,34,,,,,0.13179080188274384,1.6393176317214966
34,34,0.2616673409938812,,1.5145174264907837,,,
35,35,,,,,0.1334083378314972,1.6404768228530884
35,35,0.2884577512741089,,1.4952538013458252,,,
36,36,,,,,0.13385462760925293,1.6461365222930908
36,36,0.2880072593688965,,1.4802802801132202,,,
37,37,,,,,0.13269072771072388,1.6555588245391846
37,37,0.30206987261772156,,1.4559046030044556,,,
38,38,,,,,0.138162761926651,1.653044581413269
38,38,0.28093308210372925,,1.484234094619751,,,
39,39,,,,,0.13786157965660095,1.6610090732574463
39,39,0.2969692647457123,,1.4556406736373901,,,
40,40,,,,,0.14068418741226196,1.6637732982635498
40,40,0.29280683398246765,,1.4577263593673706,,,
41,41,,,,,0.14243179559707642,1.6665115356445312
41,41,0.3073999285697937,,1.4475219249725342,,,
42,42,,,,,0.13796226680278778,1.670675277709961
42,42,0.29102978110313416,,1.4603455066680908,,,
43,43,,,,,0.14903776347637177,1.673222541809082
43,43,0.30363959074020386,,1.440459966659546,,,
44,44,,,,,0.14886540174484253,1.6756876707077026
44,44,0.2985818088054657,,1.4362376928329468,,,
45,45,,,,,0.1489131599664688,1.6817752122879028
45,45,0.31964534521102905,,1.4227992296218872,,,
46,46,,,,,0.15340468287467957,1.6870814561843872
46,46,0.3136184811592102,,1.409669280052185,,,
47,47,,,,,0.15960288047790527,1.697298526763916
47,47,0.30166488885879517,,1.4199022054672241,,,
48,48,,,,,0.1561402976512909,1.6951731443405151
48,48,0.3002372980117798,,1.4059882164001465,,,
49,49,,0.31533482670783997,,1.4125088453292847,,
49,49,,,,,0.157202810049057,1.6942881345748901
49,49,0.31533482670783997,,1.4125088453292847,,,
50,50,,,,,0.15681737661361694,1.7050331830978394
50,50,0.33089980483055115,,1.3999691009521484,,,
51,51,,,,,0.15381713211536407,1.7197421789169312
51,51,0.345274418592453,,1.3604646921157837,,,
52,52,,,,,0.15456882119178772,1.7246637344360352
52,52,0.32664114236831665,,1.3682737350463867,,,
53,53,,,,,0.15014046430587769,1.7261582612991333
53,53,0.3334062099456787,,1.3701472282409668,,,
54,54,,,,,0.15569493174552917,1.7480037212371826
54,54,0.33663448691368103,,1.3423378467559814,,,
55,55,,,,,0.14997076988220215,1.7519499063491821
55,55,0.32186374068260193,,1.3469486236572266,,,
56,56,,,,,0.15145328640937805,1.7664127349853516
56,56,0.33361732959747314,,1.3446576595306396,,,
57,57,,,,,0.15198993682861328,1.769884705543518
57,57,0.3410053551197052,,1.3327946662902832,,,
58,58,,,,,0.15578976273536682,1.7769004106521606
58,58,0.34883832931518555,,1.3035544157028198,,,
59,59,,,,,0.15791358053684235,1.7804136276245117
59,59,0.3461601436138153,,1.3177186250686646,,,
60,60,,,,,0.15442216396331787,1.7929646968841553
60,60,0.35162103176116943,,1.306823968887329,,,
61,61,,,,,0.1553545594215393,1.796005129814148
61,61,0.3512740731239319,,1.321313500404358,,,
62,62,,,,,0.15619860589504242,1.8029963970184326
62,62,0.3562963604927063,,1.2867501974105835,,,
63,63,,,,,0.1565004289150238,1.8219058513641357
63,63,0.3602887988090515,,1.3034617900848389,,,
64,64,,,,,0.1573541909456253,1.8219224214553833
64,64,0.368939608335495,,1.235478401184082,,,
65,65,,,,,0.1549643725156784,1.8487567901611328
65,65,0.36761394143104553,,1.268795371055603,,,
66,66,,,,,0.15716508030891418,1.831042766571045
66,66,0.3675220012664795,,1.2666981220245361,,,
67,67,,,,,0.1572437286376953,1.8624235391616821
67,67,0.3738837242126465,,1.2503376007080078,,,
68,68,,,,,0.15775078535079956,1.851316213607788
68,68,0.3823348879814148,,1.223359227180481,,,
69,69,,,,,0.15492485463619232,1.8837634325027466
69,69,0.3726830780506134,,1.2290546894073486,,,
70,70,,,,,0.1611083745956421,1.8875612020492554
70,70,0.38071224093437195,,1.2290619611740112,,,
71,71,,,,,0.16668638586997986,1.884667158126831
71,71,0.3946823477745056,,1.2277553081512451,,,
72,72,,,,,0.167947456240654,1.928950548171997
72,72,0.38317859172821045,,1.22297203540802,,,
73,73,,,,,0.16627608239650726,1.893908143043518
73,73,0.4092139005661011,,1.2043344974517822,,,
74,74,,,,,0.16756032407283783,1.9165741205215454
74,74,0.4106191396713257,,1.1802690029144287,,,
75,75,,,,,0.17221662402153015,1.9720369577407837
75,75,0.40785565972328186,,1.1724187135696411,,,
76,76,,,,,0.16584406793117523,1.9386487007141113
76,76,0.4315716028213501,,1.151328206062317,,,
77,77,,,,,0.17120704054832458,1.9689829349517822
77,77,0.44630470871925354,,1.1198368072509766,,,
78,78,,,,,0.1641426682472229,1.9991968870162964
78,78,0.4390825629234314,,1.128915786743164,,,
79,79,,,,,0.1714518666267395,1.9439911842346191
79,79,0.4224156141281128,,1.1747595071792603,,,
80,80,,,,,0.17376047372817993,2.0110089778900146
80,80,0.44693228602409363,,1.1426326036453247,,,
81,81,,,,,0.17309589684009552,1.969109296798706
81,81,0.45456215739250183,,1.1050848960876465,,,
82,82,,,,,0.17794476449489594,1.9990081787109375
82,82,0.46122413873672485,,1.1083457469940186,,,
83,83,,,,,0.18297336995601654,1.9972888231277466
83,83,0.49001067876815796,,1.084113359451294,,,
84,84,,,,,0.17155522108078003,2.0395379066467285
84,84,0.4815061390399933,,1.0869344472885132,,,
85,85,,,,,0.1940528005361557,2.022937297821045
85,85,0.4968523383140564,,1.052130103111267,,,
86,86,,,,,0.1899290233850479,2.0863168239593506
86,86,0.48675063252449036,,1.060915470123291,,,
87,87,,,,,0.19320039451122284,2.0632593631744385
87,87,0.500372052192688,,1.0569379329681396,,,
88,88,,,,,0.19111290574073792,2.0506982803344727
88,88,0.5075221657752991,,1.0486552715301514,,,
89,89,,,,,0.20531493425369263,2.0869457721710205
89,89,0.5196422338485718,,1.076249599456787,,,
90,90,,,,,0.20603203773498535,2.1012775897979736
90,90,0.5296342372894287,,1.02395761013031,,,
91,91,,,,,0.20090161263942719,2.1265408992767334
91,91,0.5595946311950684,,0.9734841585159302,,,
92,92,,,,,0.19948622584342957,2.112417697906494
92,92,0.5389668941497803,,1.0284082889556885,,,
93,93,,,,,0.2019444853067398,2.1602187156677246
93,93,0.5240283608436584,,1.0295484066009521,,,
94,94,,,,,0.19498759508132935,2.1680893898010254
94,94,0.5309599041938782,,1.0277599096298218,,,
95,95,,,,,0.1896168291568756,2.10555362701416
95,95,0.5543599128723145,,0.9892308712005615,,,
96,96,,,,,0.1884925216436386,2.204054355621338
96,96,0.5557593703269958,,0.9648353457450867,,,
97,97,,,,,0.18794134259223938,2.1867082118988037
97,97,0.5709421634674072,,0.9573436975479126,,,
98,98,,,,,0.1979949027299881,2.205904960632324
98,98,0.5721018314361572,,0.9676850438117981,,,
99,99,,0.5938193202018738,,0.9243785738945007,,
99,99,,,,,0.19401982426643372,2.234815835952759
99,99,0.5938193202018738,,0.9243785738945007,,,
100,100,,,,,0.18751659989356995,2.2807812690734863
100,100,0.5781764984130859,,0.9196609854698181,,,
101,101,,,,,0.19563555717468262,2.256638765335083
101,101,0.594822883605957,,0.9164307117462158,,,
102,102,,,,,0.19257007539272308,2.3058416843414307
102,102,0.581110954284668,,0.9052559733390808,,,
103,103,,,,,0.19340047240257263,2.296631097793579
103,103,0.5915985107421875,,0.9149994254112244,,,
104,104,,,,,0.19331970810890198,2.319455623626709
104,104,0.608341634273529,,0.8917893171310425,,,
105,105,,,,,0.20415014028549194,2.293639898300171
105,105,0.580254077911377,,0.9060622453689575,,,
106,106,,,,,0.20049281418323517,2.3244314193725586
106,106,0.6268064975738525,,0.8886685967445374,,,
107,107,,,,,0.19915376603603363,2.3709566593170166
107,107,0.5923611521720886,,0.8915949463844299,,,
108,108,,,,,0.19466614723205566,2.4050772190093994
108,108,0.6145640015602112,,0.8685674667358398,,,
109,109,,,,,0.19269013404846191,2.4097023010253906
109,109,0.6145350933074951,,0.8785773515701294,,,
110,110,,,,,0.21284125745296478,2.332731008529663
110,110,0.6155067682266235,,0.8958703875541687,,,
111,111,,,,,0.20149865746498108,2.4041426181793213
111,111,0.6224901080131531,,0.8328923583030701,,,
112,112,,,,,0.2041068822145462,2.3720755577087402
112,112,0.6374515891075134,,0.8291209936141968,,,
113,113,,,,,0.2104378640651703,2.431162118911743
113,113,0.6327568292617798,,0.8149505257606506,,,
114,114,,,,,0.2066231369972229,2.4379804134368896
114,114,0.6413755416870117,,0.8284943699836731,,,
115,115,,,,,0.19196613132953644,2.511322498321533
115,115,0.6334424018859863,,0.804669201374054,,,
116,116,,,,,0.2176106721162796,2.449645519256592
116,116,0.6492459774017334,,0.7833805680274963,,,
117,117,,,,,0.20590966939926147,2.5203614234924316
117,117,0.6364810466766357,,0.7943577170372009,,,
118,118,,,,,0.2062341421842575,2.500157117843628
118,118,0.6398984789848328,,0.781773567199707,,,
119,119,,,,,0.20942871272563934,2.5320208072662354
119,119,0.6457204222679138,,0.754819929599762,,,
120,120,,,,,0.20210382342338562,2.533626079559326
120,120,0.6565059423446655,,0.780102550983429,,,
121,121,,,,,0.19146628677845,2.583852767944336
121,121,0.6488460898399353,,0.7940875887870789,,,
122,122,,,,,0.20585897564888,2.5409421920776367
122,122,0.665059506893158,,0.7646080255508423,,,
123,123,,,,,0.20879483222961426,2.587297201156616
123,123,0.6707224249839783,,0.7710661292076111,,,
124,124,,,,,0.19302009046077728,2.634317636489868
124,124,0.6843282580375671,,0.720187246799469,,,
125,125,,,,,0.20621104538440704,2.626835584640503
125,125,0.6644704937934875,,0.7449219226837158,,,
126,126,,,,,0.21048128604888916,2.677589178085327
126,126,0.6619510650634766,,0.7383161187171936,,,
127,127,,,,,0.21139349043369293,2.6490790843963623
127,127,0.6669632196426392,,0.7475783824920654,,,
128,128,,,,,0.19945314526557922,2.683232307434082
128,128,0.6757341027259827,,0.7259575128555298,,,
129,129,,,,,0.20515473186969757,2.7301127910614014
129,129,0.7055807709693909,,0.7060648798942566,,,
130,130,,,,,0.20821285247802734,2.6985037326812744
130,130,0.6737788915634155,,0.7309258580207825,,,
131,131,,,,,0.21215686202049255,2.7065346240997314
131,131,0.6998659372329712,,0.703981876373291,,,
132,132,,,,,0.21097464859485626,2.7941768169403076
132,132,0.6921172738075256,,0.6957823634147644,,,
133,133,,,,,0.2048453390598297,2.7197012901306152
133,133,0.6724918484687805,,0.7316826581954956,,,
134,134,,,,,0.2114764302968979,2.797325611114502
134,134,0.7096039056777954,,0.6724491715431213,,,
135,135,,,,,0.20514926314353943,2.7555179595947266
135,135,0.6906539797782898,,0.695669949054718,,,
136,136,,,,,0.2026696503162384,2.8137948513031006
136,136,0.6996495723724365,,0.6712068319320679,,,
137,137,,,,,0.20418420433998108,2.7900118827819824
137,137,0.725568413734436,,0.6520385146141052,,,
138,138,,,,,0.20751309394836426,2.8133957386016846
138,138,0.7090983986854553,,0.6700807213783264,,,
139,139,,,,,0.19994217157363892,2.890535831451416
139,139,0.7003998756408691,,0.6457292437553406,,,
140,140,,,,,0.20157276093959808,2.8898868560791016
140,140,0.684509813785553,,0.6895813941955566,,,
141,141,,,,,0.19567157328128815,2.9081435203552246
141,141,0.724051833152771,,0.6545493602752686,,,
142,142,,,,,0.20328642427921295,2.958395481109619
142,142,0.7270020246505737,,0.628236711025238,,,
143,143,,,,,0.20091873407363892,2.9683046340942383
143,143,0.7056417465209961,,0.6794979572296143,,,
144,144,,,,,0.19459709525108337,2.9777140617370605
144,144,0.7230488657951355,,0.6603555679321289,,,
145,145,,,,,0.19649654626846313,2.9743998050689697
145,145,0.6927653551101685,,0.6698025465011597,,,
146,146,,,,,0.19704195857048035,3.0023601055145264
146,146,0.7496191263198853,,0.6047741174697876,,,
147,147,,,,,0.19826358556747437,2.9616851806640625
147,147,0.7404505610466003,,0.6323416233062744,,,
148,148,,,,,0.20580846071243286,3.0234105587005615
148,148,0.7462746500968933,,0.6087526679039001,,,
149,149,,0.7458500266075134,,0.5860926508903503,,
149,149,,,,,0.20496627688407898,3.013847827911377
149,149,0.7458500266075134,,0.5860926508903503,,,
150,150,,,,,0.2053692787885666,3.0676259994506836
150,150,0.7550755143165588,,0.5741668939590454,,,
151,151,,,,,0.2078569531440735,3.0479190349578857
151,151,0.7375085353851318,,0.631820023059845,,,
152,152,,,,,0.20162172615528107,3.0593934059143066
152,152,0.7453100085258484,,0.6038480997085571,,,
153,153,,,,,0.20891541242599487,3.1011834144592285
153,153,0.7585176825523376,,0.5703703761100769,,,
154,154,,,,,0.2043984830379486,3.1272623538970947
154,154,0.7615663409233093,,0.564606785774231,,,
155,155,,,,,0.20933321118354797,3.1683359146118164
155,155,0.7511783242225647,,0.5554841160774231,,,
156,156,,,,,0.21234193444252014,3.2065365314483643
156,156,0.7522162199020386,,0.576522171497345,,,
157,157,,,,,0.20780585706233978,3.212667465209961
157,157,0.7596238255500793,,0.559424102306366,,,
158,158,,,,,0.20517244935035706,3.200051784515381
158,158,0.7564942836761475,,0.5638481378555298,,,
159,159,,,,,0.2105465680360794,3.2413394451141357
159,159,0.7770767211914062,,0.5434079766273499,,,
160,160,,,,,0.2074149250984192,3.2443182468414307
160,160,0.7418165802955627,,0.5861428380012512,,,
161,161,,,,,0.203224778175354,3.2272276878356934
161,161,0.7327987551689148,,0.5885422229766846,,,
162,162,,,,,0.20531076192855835,3.263131856918335
162,162,0.7649979591369629,,0.5376694798469543,,,
163,163,,,,,0.20683328807353973,3.2667477130889893
163,163,0.7765810489654541,,0.5211297273635864,,,
164,164,,,,,0.2091045379638672,3.3267879486083984
164,164,0.7980645895004272,,0.5109156370162964,,,
165,165,,,,,0.20561163127422333,3.358800172805786
165,165,0.8014334440231323,,0.5362036824226379,,,
166,166,,,,,0.20423465967178345,3.354032278060913
166,166,0.7898945808410645,,0.49098822474479675,,,
